letter	djvu_line	raw	cleaned	doubtful	prev_word	next_word	line_is_cipher
P7	23252	31.	31.	no	19.	7.	yes
P7	23252	7.	7.	no	31.	30.	yes
P7	23252	30.	30.	no	7.	34.	yes
P7	23252	34.	34.	no	30.	12.	yes
P7	23252	12.	12.	no	34.	36.	yes
P7	23252	36.	36.	no	12.	40.	yes
P7	23252	40.	40.	no	36.	43.	yes
P7	23252	43.	43.	no	40.	25.	yes
P7	23252	25.	25.	no	43.	defigne	yes
P7	23252	30.	30.	no	engaging	22.	yes
P7	23252	22.	22.	no	30.	19,	yes
P7	23252	19,	19,	no	22.		yes
P7	23253	6.	6.	no	tyVVJ	41.	yes
P7	23253	41.	41.	no	6.	36.	yes
P7	23253	36.	36.	no	41.	35.	yes
P7	23253	35.	35.	no	36.	23.	yes
P7	23253	23.	23.	no	35.	6.	yes
P7	23253	6.	6.	no	23.	43.	yes
P7	23253	43.	43.	no	6.	28.	yes
P7	23253	28.	28.	no	43.	41.	yes
P7	23253	41.	41.	no	28.	35.	yes
P7	23253	35.	35.	no	41.	27.	yes
P7	23253	27.	27.	no	35.	29.	yes
P7	23253	29.	29.	no	27.	36,	yes
P7	23253	36,	36,	no	29.	130.	yes
P7	23253	130.	130.	no	36,	and	yes
P7	23253	39.	39.	no	the	'>>'].	yes
P7	23253	12	12	no	'>>'].	35.	yes
P7	23253	35.	35.	no	12	25.	yes
P7	23253	25.	25.	no	35.		yes
P7	23255	32.	32.	no		35.	yes
P7	23255	35.	35.	no	32.	40.	yes
P7	23255	40.	40.	no	35.	26.	yes
P7	23255	26.	26.	no	40.	having	yes
P7	23255	35.	35.	no	fome	7,	yes
P7	23255	7,	7,	no	35.	28.	yes
P7	23255	28.	28.	no	7,	41.	yes
P7	23255	41.	41.	no	28.	22.	yes
P7	23255	22.	22.	no	41.	35.	yes
P7	23255	35.	35.	no	22.	40.	yes
P7	23255	40.	40.	no	35.	36.	yes
P7	23255	36.	36.	no	40.	19.	yes
P7	23255	19.	19.	no	36.	31.	yes
P7	23255	31.	31.	no	19.	35	yes
P7	23255	35	35	no	31.	40.	yes
P7	23255	40.	40.	no	35	23.	yes
P7	23255	23.	23.	no	40.	28.	yes
P7	23255	28.	28.	no	23.	2.	yes
P7	23255	2.	2.	no	28.	40.	yes
P7	23255	40.	40.	no	2.		yes
P7	23256	41.	41.	no		3.	yes
P7	23256	3.	3.	no	41.	81.	yes
P7	23256	81.	81.	no	3.	to	yes
P7	23256	2.	2.	no	render	31.	yes
P7	23256	31.	31.	no	2.	36.	yes
P7	23256	36.	36.	no	31.	25.	yes
P7	23256	25.	25.	no	36.	3.	yes
P7	23256	3.	3.	no	25.	11.	yes
P7	23256	11.	11.	no	3.	12.	yes
P7	23256	12.	12.	no	11.	the	yes
P7	23256	43.	43.	no	the	40.	yes
P7	23256	40.	40.	no	43.	37.	yes
P7	23256	37.	37.	no	40.	25.	yes
P7	23256	25.	25.	no	37.	17.	yes
P7	23256	17.	17.	no	25.	19.	yes
P7	23256	19.	19.	no	17.	39.	yes
P7	23256	39.	39.	no	19.	30.	yes
P7	23256	30.	30.	no	39.	18.	yes
P7	23256	18.	18.	no	30.	3.	yes
P7	23256	3.	3.	no	18.	25,	yes
P7	23256	25,	25,	no	3.		yes
P7	23257	40.	40.	no		26.	yes
P7	23257	26.	26.	no	40.	29.	yes
P7	23257	29.	29.	no	26.	40.	yes
P7	23257	40.	40.	no	29.	6,	yes
P7	23257	6,	6,	no	40.	41.	yes
P7	23257	41.	41.	no	6,	10.	yes
P7	23257	10.	10.	no	41.	23.	yes
P7	23257	23.	23.	no	10.	28.	yes
P7	23257	28.	28.	no	23.	2.	yes
P7	23257	2.	2.	no	28.	7.	yes
P7	23257	7.	7.	no	2.	19.	yes
P7	23257	19.	19.	no	7.	37.	yes
P7	23257	37.	37.	no	19.	43.	yes
P7	23257	43.	43.	no	37.	25.	yes
P7	23257	25.	25.	no	43.	or	yes
P7	23258	43.	43.	no		12.	no
P7	23258	12.	12.	no	43.	25.	no
P7	23258	25.	25.	no	12.	33.	no
P7	23258	33.	33.	no	25.	12,	no
P7	23258	12,	12,	no	33.	3.	no
P7	23258	3.	3.	no	12,	army	no
P7	23258	7,	7,	no	of	28,	no
P7	23258	28,	28,	no	7,	36.	no
P7	23258	36.	36.	no	28,	40.	no
P7	23258	40.	40.	no	36.		no
P7	23260	33.	33.	no		41.	no
P7	23260	41.	41.	no	33.	25.	no
P7	23260	25.	25.	no	41.	39.	no
P7	23260	39.	39.	no	25.	30.	no
P7	23260	30.	30.	no	39.	37.	no
P7	23260	37.	37.	no	30.	35.	no
P7	23260	35.	35.	no	37.	31.	no
P7	23260	31.	31.	no	35.	to	no
P7	23261	30.	30.	no	will	16.	no
P7	23261	16.	16.	no	30.	43.	no
P7	23261	43.	43.	no	16.	6.	no
P7	23261	6.	6.	no	43.	35.	no
P7	23261	35.	35.	no	6.	40.	no
P7	23261	40.	40.	no	35.	26.	no
P7	23261	26.	26.	no	40.	2.	no
P7	23261	2.	2.	no	26.	12.	no
P7	23261	12.	12.	no	2.	25.	no
P7	23261	25.	25.	no	12.	35.	no
P7	23261	35.	35.	no	25.	40.	no
P7	23261	40.	40.	no	35.	18.	no
P7	23261	18.	18.	no	40.	12.	no
P7	23261	12.	12.	no	18.	25,	no
P7	23261	25,	25,	no	12.		no
P7	23262	7.	7.	no		28.	yes
P7	23262	28.	28.	no	7.	36.	yes
P7	23262	36.	36.	no	28.	39.	yes
P7	23262	39.	39.	no	36.	37.	yes
P7	23262	37.	37.	no	39.	6.	yes
P7	23262	6.	6.	no	37.	36.	yes
P7	23262	36.	36.	no	6.	40.	yes
P7	23262	40.	40.	no	36.	41.	yes
P7	23262	41.	41.	no	40.	25.	yes
P7	23262	25.	25.	no	41.	37.	yes
P7	23262	37.	37.	no	25.	19.	yes
P7	23262	19.	19.	no	37.	35.	yes
P7	23262	35.	35.	no	19.	3.	yes
P7	23262	3.	3.	no	35.	40.	yes
P7	23262	40.	40.	no	3.	41.	yes
P7	23262	41.	41.	no	40.	29.	yes
P7	23262	29.	29.	no	41.	40.	yes
P7	23262	40.	40.	no	29.	41.	yes
P7	23262	41.	41.	no	40.	till	yes
P7	23278	17.	17.	no	Overton	40.	no
P7	23278	40.	40.	no	17.	43.	no
P7	23278	43.	43.	no	40.	2.	no
P7	23278	2.	2.	no	43.	281.	no
P7	23278	281.	281.	no	2.	42.	no
P7	23278	42.	42.	no	281.	22.	no
P7	23278	22.	22.	no	42.	6.	no
P7	23278	6.	6.	no	22.	41.	no
P7	23278	41.	41.	no	6.		no
P7	23279	31.	31.	no		40.	no
P7	23279	40.	40.	no	31.	6.	no
P7	23279	6.	6.	no	40.	being	no
P7	23281	10.	10.	no	to	28.	no
P7	23281	28.	28.	no	10.	34.	no
P7	23281	34.	34.	no	28.	25.	no
P7	23281	25.	25.	no	34.	2.	no
P7	23281	2.	2.	no	25.	31.	no
P7	23281	31.	31.	no	2.	36.	no
P7	23281	36.	36.	no	31.	12.	no
P7	23281	12.	12.	no	36.	3.	no
P7	23281	3.	3.	no	12.	26.	no
P7	23281	26.	26.	no	3.	25.	no
P7	23281	25.	25.	no	26.		no
P7	23282	40.	40.	no	35-	18.	no
P7	23282	18.	18.	no	40.	25.	no
P7	23282	25.	25.	no	18.	12.	no
P7	23282	12.	12.	no	25.	7.	no
P7	23282	7.	7.	no	12.	28.	no
P7	23282	28.	28.	no	7.	36.	no
P7	23282	36.	36.	no	28.	39.	no
P7	23282	39.	39.	no	36.	37.	no
P7	23282	37.	37.	no	39.	6.	no
P7	23282	6.	6.	no	37.	36.	no
P7	23282	36.	36.	no	6.	40.	no
P7	23282	40.	40.	no	36.	42.	no
P7	23282	42.	42.	no	40.	25.	no
P7	23282	25.	25.	no	42.	S7-	no
P7	23286	18.	18.	no	to	37.	yes
P7	23286	37.	37.	no	18.	12.	yes
P7	23286	12.	12.	no	37.	19.	yes
P7	23286	19.	19.	no	12.	5.	yes
P7	23286	5.	5.	no	19.	25.	yes
P7	23286	25.	25.	no	5.	Hberty	yes
P7	23286	35.	35.	no	Hberty	23.	yes
P7	23286	23.	23.	no	35.	12.	yes
P7	23286	12.	12.	no	23.	33.	yes
P7	23286	33.	33.	no	12.	7.	yes
P7	23286	7.	7.	no	33.	40.	yes
P7	23286	40.	40.	no	7.	3.	yes
P7	23286	3.	3.	no	40.	25.	yes
P7	23286	25.	25.	no	3.	159.	yes
P7	23286	159.	159.	no	25.	The	yes
P7	23287	18.	18.	no	may	25,	no
P7	23287	25,	25,	no	18.	12.	no
P7	23287	12.	12.	no	25,	19.	no
P7	23287	19.	19.	no	12.	29.	no
P7	23287	29.	29.	no	19.	S7-	no
P7	23287	6.	6.	no	S7-		no
P7	23288	36.	36.	no		40.	yes
P7	23288	40.	40.	no	36.	42.	yes
P7	23288	42.	42.	no	40.	12.	yes
P7	23288	12.	12.	no	42.	37.	yes
P7	23288	37.	37.	no	12.	28.	yes
P7	23288	28.	28.	no	37.	42.	yes
P7	23288	42.	42.	no	28.	36.	yes
P7	23288	36.	36.	no	42.	40.	yes
P7	23288	40.	40.	no	36.	2.	yes
P7	23288	2.	2.	no	40.	25.	yes
P7	23288	25.	25.	no	2.	39.	yes
P7	23288	39.	39.	no	25.	3.	yes
P7	23288	3.	3.	no	39.	30.	yes
P7	23288	30.	30.	no	3.	17.	yes
P7	23288	17.	17.	no	30.	25.	yes
P7	23288	25.	25.	no	17.	6.	yes
P7	23288	6.	6.	no	25.	41.	yes
P7	23288	41.	41.	no	6.	3.	yes
P7	23288	3.	3.	no	41.	40.	yes
P7	23288	40.	40.	no	3.	41.	yes
P7	23288	41.	41.	no	40.	16.	yes
P7	23288	16.	16.	no	41.	40.	yes
P7	23288	40.	40.	no	16.	42.	yes
P7	23288	42.	42.	no	40.		yes
P7	23289	12.	12.	no	37-	28.	yes
P7	23289	28.	28.	no	12.	39.	yes
P7	23289	39.	39.	no	28.	43.	yes
P7	23289	43.	43.	no	39.	19.	yes
P7	23289	19.	19.	no	43.	31.	yes
P7	23289	31.	31.	no	19.	85.	yes
P7	23289	85.	85.	no	31.	25.	yes
P7	23289	25.	25.	no	85.	23.	yes
P7	23289	23.	23.	no	25.	25.	yes
P7	23289	25.	25.	no	23.	7.	yes
P7	23289	7.	7.	no	25.	40.	yes
P7	23289	40.	40.	no	7.	42.	yes
P7	23289	42.	42.	no	40.	40.	yes
P7	23289	40.	40.	no	42.	34.	yes
P7	23289	34.	34.	no	40.	37,	yes
P7	23289	37,	37,	no	34.	party	yes
P7	23289	36.	36.	no	party	40.	yes
P7	23289	40.	40.	no	36.		yes
P7	23290	2.	2.	no		35.	no
P7	23290	35.	35.	no	2.	6.	no
P7	23290	6.	6.	no	35.	43.	no
P7	23290	43.	43.	no	6.	12.	no
P7	23290	12.	12.	no	43.	36.	no
P7	23290	36.	36.	no	12.	25-	no
P7	23290	40.	40.	no	25-	2^-	no
P7	23290	25.	25.	no	2^-	12.	no
P7	23290	12.	12.	no	25.	©	no
P7	23290	7.	7.	no	with	28.	no
P7	23290	28.	28.	no	7.	8.	no
P7	23290	8.	8.	no	28.	2.	no
P7	23290	2.	2.	no	8.	19,	no
P7	23290	19,	19,	no	2.	41.	no
P7	23290	41.	41.	no	19,		no
P7	23291	30.	30.	no		17.	no
P7	23291	17.	17.	no	30.	17.	no
P7	23291	17.	17.	no	17.	40.	no
P7	23291	40.	40.	no	17.	33.	no
P7	23291	33.	33.	no	40.	42.	no
P7	23291	42.	42.	no	33.	35.	no
P7	23291	35.	35.	no	42.	40.	no
P7	23291	40.	40.	no	35.	II.	no
P7	23291	12.	12.	no	37-	Whitehall	no
P7	23291	40.	40.	no	Whitehall	26.	no
P7	23291	26.	26.	no	40.	25.	no
P7	23291	25.	25.	no	26.		no
P7	23292	7.	7.	no		25.	no
P7	23292	25.	25.	no	7.	29'	no
P7	23292	12.	12.	no	29'	27-	no
P7	23292	6.	6.	no	35-	17-	no
P7	23292	40.	40.	no	3^-	n.	no
P7	23292	158.	158.	no	This	26.	no
P7	23292	26.	26.	no	158.	23.	no
P7	23292	23.	23.	no	26.	19.	no
P7	23292	19.	19.	no	23.	3.	no
P7	23292	3.	3.	no	19.	17.	no
P7	23292	17.	17.	no	3.	40.	no
P7	23292	40.	40.	no	17.		no
P7	23293	2.	2.	no		25.	yes
P7	23293	25.	25.	no	2.	35.	yes
P7	23293	35.	35.	no	25.	40.	yes
P7	23293	40.	40.	no	35.	33.	yes
P7	23293	33.	33.	no	40.	31.	yes
P7	23293	31.	31.	no	33.	5.	yes
P7	23293	5.	5.	no	31.	41.	yes
P7	23293	41.	41.	no	5.	40.	yes
P7	23293	40.	40.	no	41.	33.	yes
P7	23293	33.	33.	no	40.	3.	yes
P7	23293	3.	3.	no	33.	25.	yes
P7	23293	25.	25.	no	3.	29.	yes
P7	23293	29.	29.	no	25.	10.	yes
P7	23293	10.	10.	no	29.	12.	yes
P7	23293	12.	12.	no	10.	and	yes
P7	23293	41.	41.	no	that	40.	yes
P7	23293	40.	40.	no	41.	12.	yes
P7	23293	12.	12.	no	40.	18.	yes
P7	23293	18.	18.	no	12.	40,	yes
P7	23293	40,	40,	no	18.		yes
P7	23294	16.	16.	no		12.	yes
P7	23294	12.	12.	no	16.	18.	yes
P7	23294	18.	18.	no	12.	40.	yes
P7	23294	40.	40.	no	18.	16.3.	yes
P7	23294	18.	18.	no	16.3.	34.	yes
P7	23294	34.	34.	no	18.	35.	yes
P7	23294	35.	35.	no	34.	O	yes
P7	23294	O	0	no	35.	3.	yes
P7	23294	3.	3.	no	O	40.	yes
P7	23294	40.	40.	no	3.	34.	yes
P7	23294	34.	34.	no	40.	37.	yes
P7	23294	37.	37.	no	34.	36.	yes
P7	23294	36.	36.	no	37.	25.3.	yes
P7	23294	11.	11.	no	25.3.	12.	yes
P7	23294	12.	12.	no	11.	and	yes
P7	23294	65.	65.	no	and	22.40.	yes
P7	23294	II.	11.	no	22.40.		yes
P7	23295	26.	26.	no		12.	yes
P7	23295	12.	12.	no	26.	21.	yes
P7	23295	21.	21.	no	12.	41.	yes
P7	23295	41.	41.	no	21.	40.	yes
P7	23295	40.	40.	no	41.	33.	yes
P7	23295	33.	33.	no	40.	12.	yes
P7	23295	12.	12.	no	33.	6.	yes
P7	23295	6.	6.	no	12.	17.	yes
P7	23295	17.	17.	no	6.	40.	yes
P7	23295	40.	40.	no	17.	2.	yes
P7	23295	2.	2.	no	40.	25.	yes
P7	23295	25.	25.	no	2.	37.	yes
P7	23295	37.	37.	no	25.	7.	yes
P7	23295	7.	7.	no	37.	28.	yes
P7	23295	28.	28.	no	7.	25'	yes
P7	23295	23.	23.	no	25'	12.	yes
P7	23295	12.	12.	no	23.	37.	yes
P7	23295	37.	37.	no	12.	83.	yes
P7	23295	83.	83.	no	37.	19.	yes
P7	23295	19.	19.	no	83.	42.	yes
P7	23295	42.	42.	no	19.	6.	yes
P7	23295	6.	6.	no	42.	41.	yes
P7	23295	41.	41.	no	6.		yes
P7	23296	12.	12.	no	35-	42.	no
P7	23296	42.	42.	no	12.	35,	no
P7	23296	35,	35,	no	42.	40,41.	no
P7	23296	40.	40.	no	40,41.	26.	no
P7	23296	26.	26.	no	40.	18.	no
P7	23296	18.	18.	no	26.	12.	no
P7	23296	12.	12.	no	18.	6.	no
P7	23296	6.	6.	no	12.	42.	no
P7	23296	42.	42.	no	6.	10.43-	no
P7	23296	30.	30.	no	16.25.	39.	no
P7	23296	39.	39.	no	30.	37.	no
P7	23296	37.	37.	no	39.	6.	no
P7	23296	6.	6.	no	37.	36.40.42.	no
P7	23297	12.	12.	no		37.	yes
P7	23297	37.	37.	no	12.	for	yes
P7	23297	6.	6.	no	for	II.	yes
P7	23297	II.	11.	no	6.	153.	yes
P7	23297	153.	153.	no	II.	5.	yes
P7	23297	5.	5.	no	153.	4,	yes
P7	23297	4,	4,	no	5.	25.	yes
P7	23297	25.	25.	no	4,	33.	yes
P7	23297	33.	33.	no	25.	28.	yes
P7	23297	28.	28.	no	33.	25-	yes
P7	23297	6.	6.	no	25-	Ihould	yes
P7	23297	3.	3.	no	be	12.	yes
P7	23297	12.	12.	no	3.	36.	yes
P7	23297	36.	36.	no	12.	36.	yes
P7	23297	36.	36.	no	36.	25.	yes
P7	23297	25.	25.	no	36.	newes	yes
P7	23297	30.	30.	no	newes	18.	yes
P7	23297	18.	18.	no	30.		yes
P7	23298	25.	25.	no	3-	35-	no
P7	23298	12.	12.	no	3^-	37.	no
P7	23298	37.	37.	no	12.	34.	no
P7	23298	34.	34.	no	37.	25.	no
P7	23298	25.	25.	no	34.	G	no
P7	23298	6.	6.	no	G	41.	no
P7	23298	41.	41.	no	6.	29.	no
P7	23298	29.	29.	no	41.	35.	no
P7	23298	35.	35.	no	29.	army.	no
P7	23299	40.	40.	no	II.	37.	no
P7	23299	37.	37.	no	40.	2.	no
P7	23299	2.	2.	no	37.	31.	no
P7	23299	31.	31.	no	2.	36.	no
P7	23299	36.	36.	no	31.	12.	no
P7	23299	12.	12.	no	36.	3.	no
P7	23299	3.	3.	no	12.	26.	no
P7	23299	26.	26.	no	3.	25.	no
P7	23299	25.	25.	no	26.	before	no
P7	23300	36.	36.	no	the	19.	no
P7	23300	19.	19.	no	36.	34.	no
P7	23300	34.	34.	no	19.	6,	no
P7	23300	6,	6,	no	34.	41.	no
P7	23300	41.	41.	no	6,	10.40,	no
P7	23300	26.	26.	no	10.40,	2.	no
P7	23300	2.	2.	no	26.	31.	no
P7	23300	31.	31.	no	2.	3.	no
P7	23300	3.	3.	no	31.	31.	no
P7	23300	31.	31.	no	3.	3.	no
P7	23300	3.	3.	no	31.	31.	no
P7	23300	31.	31.	no	3.	11.	no
P7	23300	11.	11.	no	31.	25.	no
P7	23300	25.	25.	no	11.	Whitehall,	no
P7	23303	2.	2.	no	whether	31.	no
P7	23303	31.	31.	no	2.		no
P7	23305	16.	16.	no		25.	yes
P7	23305	25.	25.	no	16.	26-	yes
P7	23305	22.	22.	no	6-	41.	yes
P7	23305	41.	41.	no	22.	12.	yes
P7	23305	12.	12.	no	41.	28.	yes
P7	23305	28.	28.	no	12.	42.	yes
P7	23305	42.	42.	no	28.	17.	yes
P7	23305	17.	17.	no	42.	40.	yes
P7	23305	40.	40.	no	17.	43.	yes
P7	23305	43.	43.	no	40.	6.	yes
P7	23305	6.	6.	no	43.	41.	yes
P7	23305	41.	41.	no	6.	10.	yes
P7	23305	10.	10.	no	41.	40.	yes
P7	23305	40.	40.	no	10.	34,	yes
P7	23305	34,	34,	no	40.	12.	yes
P7	23305	12.	12.	no	34,	27-	yes
P7	23305	18,	18,	no	27-	12.	yes
P7	23305	12.	12.	no	18,		yes
P7	23306	25.	25.	no	40-	42.	yes
P7	23306	42.	42.	no	25.	29.	yes
P7	23306	29.	29.	no	42.	12.	yes
P7	23306	12.	12.	no	29.	30.	yes
P7	23306	30.	30.	no	12.	34.	yes
P7	23306	34.	34.	no	30.	40,	yes
P7	23306	40,	40,	no	34.	34,	yes
P7	23306	34,	34,	no	40,	27-	yes
P7	23306	2.	2.	no	40-	3.	yes
P7	23306	3.	3.	no	2.	5.	yes
P7	23306	5.	5.	no	3.	25,	yes
P7	23306	25,	25,	no	5.	43.	yes
P7	23306	43.	43.	no	25,	31.	yes
P7	23306	31.	31.	no	43.	29.	yes
P7	23306	29.	29.	no	31.	12.	yes
P7	23306	12.	12.	no	29.	19.	yes
P7	23306	19.	19.	no	12.		yes
P7	23308	17.	17.	no		25.	yes
P7	23308	25.	25.	no	17.	83.	yes
P7	23308	83.	83.	no	25.	O	yes
P7	23308	O	0	no	83.	40.	yes
P7	23308	40.	40.	no	O	27-	yes
P7	23308	36.	36.	no	3-	12,	yes
P7	23308	12,	12,	no	36.	25'	yes
P7	23308	18.	18.	no	4O'	25.	yes
P7	23308	25.	25.	no	18.	12.	yes
P7	23308	12.	12.	no	25.	41.	yes
P7	23308	41.	41.	no	12.	10,	yes
P7	23308	10,	10,	no	41.	19.	yes
P7	23308	19.	19.	no	10,	22.	yes
P7	23308	22.	22.	no	19.	25.	yes
P7	23308	25.	25.	no	22.	29.	yes
P7	23308	29.	29.	no	25.		yes
P7	23309	30.	30.	no		10.	yes
P7	23309	10.	10.	no	30.	19.	yes
P7	23309	19.	19.	no	10.	6,	yes
P7	23309	6,	6,	no	19.	42.	yes
P7	23309	42.	42.	no	6,	36.	yes
P7	23309	36.	36.	no	42.	35.	yes
P7	23309	35.	35.	no	36.	7.	yes
P7	23309	7.	7.	no	35.	28,	yes
P7	23309	28,	28,	no	7.	2.	yes
P7	23309	2.	2.	no	28,	6.	yes
P7	23309	6.	6.	no	2.	42.	yes
P7	23309	42.	42.	no	6.	25'	yes
P7	23309	23.	23.	no	25'	28.	yes
P7	23309	28.	28.	no	23.	36,	yes
P7	23309	36,	36,	no	28.	136.	yes
P7	23309	136.	136.	no	36,	wherefore	yes
P7	23309	I	1	no	wherefore	thinke	yes
P7	23310	35.	35.	no	knowne	7.	no
P7	23310	7.	7.	no	35.	30.	no
P7	23310	30.	30.	no	7.	35.	no
P7	23310	35.	35.	no	30.	33.	no
P7	23310	33.	33.	no	35.	19.	no
P7	23310	19.	19.	no	33.	2^-	no
P7	23310	28.	28.	no	2^-	33.	no
P7	23310	33.	33.	no	28.	23.	no
P7	23310	23.	23.	no	33.	40.	no
P7	23310	40.	40.	no	23.	29-	no
P7	23310	30.	30.	no	29-		no
P7	23311	36.	36.	no		36.	yes
P7	23311	36.	36.	no	36.	12.	yes
P7	23311	12.	12.	no	36.	6.	yes
P7	23311	6.	6.	no	12.	19,	yes
P7	23311	19,	19,	no	6.	35.	yes
P7	23311	35.	35.	no	19,	29.	yes
P7	23311	29.	29.	no	35.	40,	yes
P7	23311	40,	40,	no	29.	34.	yes
P7	23311	34.	34.	no	40,	12,	yes
P7	23311	12,	12,	no	34.	37.	yes
P7	23311	37.	37.	no	12,	18.	yes
P7	23311	18.	18.	no	37.	31.	yes
P7	23311	31.	31.	no	18.	25'	yes
P7	23311	25.	25.	no	7-	I.	yes
P7	23311	I.	1.	no	25.	30.	yes
P7	23311	30.	30.	no	I.	2.	yes
P7	23311	2.	2.	no	30.	12.	yes
P7	23311	12.	12.	no	2.	40.	yes
P7	23311	40.	40.	no	12.	II,	yes
P7	23311	II,	11,	no	40.		yes
P7	23312	42.	42.	no		25,	no
P7	23312	25,	25,	no	42.	34.	no
P7	23312	34.	34.	no	25,	12.	no
P7	23312	12.	12.	no	34.	3.	no
P7	23312	3.	3.	no	12.	and	no
P7	23313	30.	30.	no	25-	5.	no
P7	23313	5.	5.	no	30.	12.	no
P7	23313	12.	12.	no	5.	19.	no
P7	23313	19.	19.	no	12.	18.	no
P7	23313	18.	18.	no	19.	40.	no
P7	23313	40.	40.	no	18.	30.	no
P7	23313	30.	30.	no	40.	25'	no
P7	23313	81.	81.	no	25'	36.	no
P7	23313	36.	36.	no	81.	7.	no
P7	23313	7.	7.	no	36.	40.	no
P7	23313	40.	40.	no	7.	23-	no
P7	23314	3.	3.	no		16,	yes
P7	23314	16,	16,	no	3.	17.	yes
P7	23314	17.	17.	no	16,	30,	yes
P7	23314	30,	30,	no	17.	37.	yes
P7	23314	37.	37.	no	30,	37.	yes
P7	23314	37.	37.	no	37.	31.	yes
P7	23314	31.	31.	no	37.	2.	yes
P7	23314	2.	2.	no	31.	12.	yes
P7	23314	12.	12.	no	2.	25.	yes
P7	23314	25.	25.	no	12.	29.	yes
P7	23314	29.	29.	no	25.	6.	yes
P7	23314	6.	6.	no	29.	27.	yes
P7	23314	27.	27.	no	6.	12.	yes
P7	23314	12.	12.	no	27.	17.	yes
P7	23314	17.	17.	no	12.	35.	yes
P7	23314	35.	35.	no	17.	3,	yes
P7	23314	3,	3,	no	35.	31,	yes
P7	23314	31,	31,	no	3,	II.	yes
P7	23314	II.	11.	no	31,	37.	yes
P7	23314	37.	37.	no	II.	40.43.	yes
P7	23315	23,	23,	no		12.	yes
P7	23315	12.	12.	no	23,	41.	yes
P7	23315	41.	41.	no	12.	17.	yes
P7	23315	17.	17.	no	41.	25.	yes
P7	23315	25.	25.	no	17.	35,	yes
P7	23315	35,	35,	no	25.	40.	yes
P7	23315	40.	40.	no	35,	3,	yes
P7	23315	3,	3,	no	40.	40.	yes
P7	23315	40.	40.	no	3,	41.	yes
P7	23315	41.	41.	no	40.	29.	yes
P7	23315	29.	29.	no	41.	40.	yes
P7	23315	40.	40.	no	29.	42.	yes
P7	23315	42.	42.	no	40.	40.	yes
P7	23315	40.	40.	no	42.	27.	yes
P7	23315	27.	27.	no	40.	22.	yes
P7	23315	22.	22.	no	27.	27,	yes
P7	23315	27,	27,	no	22.	19,	yes
P7	23315	19,	19,	no	27,	34.	yes
P7	23315	34.	34.	no	19,	12.	yes
P7	23315	12.	12.	no	34.	2^-	yes
P7	23316	33.	33.	no	■^6.	7.	yes
P7	23316	7.	7.	no	33.	12.	yes
P7	23316	12.	12.	no	7.	'37.	yes
P7	23316	35.	35.	no	'37.	meeting	yes
P7	23316	83,	83,	no	meeting	171.	yes
P7	23316	171.	171.	no	83,	©	yes
P7	23316	36	36	no	©	23.	yes
P7	23316	23.	23.	no	36	19.	yes
P7	23316	19.	19.	no	23.	3.	yes
P7	23316	3.	3.	no	19.	30.	yes
P7	23316	30.	30.	no	3.	29-	yes
P7	23316	40.	40.	no	29-	6.	yes
P7	23316	6.	6.	no	40.	41.	yes
P7	23316	41.	41.	no	6.	35.	yes
P7	23316	35.	35.	no	41.	43.	yes
P7	23316	43.	43.	no	35.		yes
P7	23317	35.	35.	no	'25.	40,	no
P7	23317	40,	40,	no	35.	6.	no
P7	23317	6.	6.	no	40,	fhall	no
P7	23317	25.	25.	no	25-	3.	no
P7	23317	3.	3.	no	25.	7.	no
P7	23317	7.	7.	no	3.	28.	no
P7	23317	28.	28.	no	7.	2.	no
P7	23317	2.	2.	no	28.	6.	no
P7	23317	6.	6.	no	2.	19.	no
P7	23317	19.	19.	no	6.	43.	no
P7	23317	43.	43.	no	19.	17.	no
P7	23317	17.	17.	no	43.	40.	no
P7	23317	40.	40.	no	17.	2.	no
P7	23317	2.	2.	no	40.	25.	no
P7	23317	25.	25.	no	2.	to	no
P7	23318	0	0	no	Overton,	upon	no
P7	23318	17	17	no	to	40.	no
P7	23318	40.	40.	no	17	41.	no
P7	23318	41.	41.	no	40.	16.	no
P7	23318	16.	16.	no	41.	34.	no
P7	23318	34.	34.	no	16.	17.	no
P7	23318	17.	17.	no	34.	25-	no
P7	23318	2.	2.	no	25-	25.	no
P7	23318	25.	25.	no	2.	12.	no
P7	23318	12.	12.	no	25.		no
P7	23319	28.	28.	no	7-	43.	no
P7	23319	43.	43.	no	28.	after	no
P7	23319	81.	81.	no	after	^	no
P7	23319	43.	43.	no	^	19,	no
P7	23319	19,	19,	no	43.	31.	no
P7	23319	31.	31.	no	19,	2/30.	no
P7	23319	5.	5.	no	2/30.	12.	no
P7	23319	12.	12.	no	5.	2.	no
P7	23319	2.	2.	no	12.	25.	no
P7	23319	25.	25.	no	2.	19.	no
P7	23319	19.	19.	no	25.	29-	no
P7	23319	6.	6.	no	37-	36.	no
P7	23319	36.	36.	no	6.		no
P7	23320	42.	42.	no	4t).	12.	yes
P7	23320	12.	12.	no	42.	27.	yes
P7	23320	27.	27.	no	12.	30,	yes
P7	23320	30,	30,	no	27.	36.	yes
P7	23320	36.	36.	no	30,	18.	yes
P7	23320	18.	18.	no	36.	25.	yes
P7	23320	25.	25.	no	18.	6.	yes
P7	23320	6.	6.	no	25.	41.	yes
P7	23320	41.	41.	no	6.	10.	yes
P7	23320	10.	10.	no	41.	127.	yes
P7	23320	127.	127.	no	10.	2.	yes
