line	position	sign	confidence	alt	why
p3_L16	18	49	H		agree
p3_L16	19	148	H		agree
p3_L17	1	134	H		agree
p3_L17	2	4	H		agree
p3_L17	3	81	H		agree
p3_L17	4	91	H		agree
p3_L17	5	9	H		agree
p3_L17	6	61	H		agree
p3_L17	7	102	H		agree
p3_L17	8	63	H		agree
p3_L17	9	38	M	B:33	differ
p3_L17	10	104	H		agree
p3_L17	11	7	H		agree
p3_L17	12	8	M	B:3	differ
p3_L17	13	127	H		agree
p3_L17	14	141	H		agree
p3_L17	15	133	H		agree
p3_L17	16	=pour	H		agree
p3_L17	17	51	H		agree
p3_L17	18	150	M	B:130	differ
p3_L17	19	65	H		agree
p3_L17	20	27	H		agree
p3_L17	21	30	H		agree
p3_L18	1	8	M	B:6	differ
p3_L18	2	101	H		agree
p3_L18	3	21	H		agree
p3_L18	4	121	H		agree
p3_L18	5	126	H		agree
p3_L18	6	137	H		agree
p3_L18	7	=grand	H		agree
p3_L18	8	81	H		agree
p3_L18	9	9	H		agree
p3_L18	10	2	H		agree
p3_L18	11	77	H		agree
p3_L18	12	82	H		agree
p3_L18	13	116	H		agree
p3_L18	14	83	H		agree
p3_L18	15	3	H		agree
p3_L18	16	35	H		agree
p3_L18	17	135	H		agree
p3_L18	18	=6	M	B:-	gap
p3_L18	19	=boil	M	B:=d?Gol	differ
p3_L18	20	52	H		agree
p3_L18	21	81	M	B:61	differ
p3_L19	1	1	M	A:-	gap
p3_L19	2	31	M	A:-	gap
p3_L19	3	83	M	B:29	differ
p3_L19	4	71	M	B:84	differ
p3_L19	5	100	M	B:24	differ
p3_L19	6	100	M	B:84	differ
p3_L19	7	70	M	B:102	differ
p3_L19	8	60	M	B:3	differ
p3_L19	9	29	H		agree
p3_L19	10	20	M	B:26	differ
p3_L19	11	81	H		agree
p3_L19	12	36	H		agree
p3_L19	13	111	H		agree
p3_L19	14	82	H		agree
p3_L19	15	119	H		agree
p3_L19	16	83	H		agree
p3_L19	17	2	H		agree
p3_L19	18	33	H		agree
p3_L19	19	=Aprys	M	A:-	gap
p3_L19	20	=affuign	M	B:=gm	differ
p3_L19	21	28	H		agree
p3_L20	1	100	M	B:148	differ
p3_L20	2	101	S	143	settled-a nc=2 margin=0.35
p3_L20	3	85	H		agree
p3_L20	4	60	M	A:-	gap
p3_L20	5	127	H		agree
p3_L20	6	148	H		agree
p3_L20	7	139	H		agree
p3_L20	8	=y	H		agree
p3_L20	9	=quel	S	=gu	settled-a nc=2 margin=0.35
p3_L20	10	=estat	M	B:=etat	differ
p3_L20	11	=sous	H		agree
p3_L20	12	=les	H		agree
p3_L20	13	=forces	S	=gostz	settled-b nc=2 margin=0.35
p3_L20	14	180	M	B:150	differ
p3_L20	15	102	H		agree
p3_L20	16	=ne	M	B:-	gap
p3_L20	17	=fceipt	M	B:-	gap
p3_L20	18	=guis	M	B:-	gap
p3_L20	19	=auoir	M	B:-	gap
p3_L20	20	=tenu	M	B:-	gap
p3_L20	21	=de	M	B:=m'escript	differ
p3_L21	1	114	M	B:104	differ
p3_L21	2	61	H		agree
p3_L21	3	72	H		agree
p3_L21	4	9	H		agree
p3_L21	5	37	H		agree
p3_L21	6	21	H		agree
p3_L21	7	82	H		agree
p3_L21	8	133	H		agree
p3_L21	9	144	H		agree
p3_L21	10	78	H		agree
p3_L21	11	81	H		agree
p3_L21	12	151	M	B:251	differ
p3_L21	13	150	H		agree
p3_L21	14	=ou	H		agree
p3_L21	15	=oy	H		agree
p3_L21	16	=luy	H		agree
p3_L21	17	118	M	A:-	gap
p3_L21	18	=mande	S	4	settled-a nc=2 margin=0.35
p3_L21	19	=gm	M	B:25	differ
p3_L22	1	29	H		agree
p3_L22	2	101	H		agree
p3_L22	3	32	H		agree
p3_L22	4	39	H		agree
p3_L22	5	25	H		agree
p3_L22	6	135	H		agree
p3_L22	7	87	H		agree
p3_L22	8	21	H		agree
p3_L22	9	81	H		agree
p3_L22	10	24	H		agree
p3_L22	11	85	H		agree
p3_L22	12	76	H		agree
p3_L22	13	38	M	B:30	differ
p3_L22	14	192	H		agree
p3_L22	15	149	H		agree
p3_L22	16	=aftr	M	B:=a	differ
p3_L22	17	84	H		agree
p3_L22	18	150	H		agree
p3_L22	19	27	H		agree
p3_L22	20	114	H		agree
p3_L22	21	81	H		agree
p3_L22	22	38	H		agree
p3_L22	23	21	M	B:-	gap
p3_L22	24	10	M	B:-	gap
p3_L22	25	55	M	B:-	gap
p3_L22	26	150	M	B:-	gap
p3_L22	27	125	M	B:-	gap
p3_L23	1	147	H		agree
p3_L23	2	94	H		agree
p3_L23	3	51	H		agree
p3_L23	4	28	H		agree
p3_L23	5	12	H		agree
p3_L23	6	62	H		agree
p3_L23	7	24	H		agree
p3_L23	8	184	H		agree
p3_L23	9	=mesurect	M	B:=meschief	differ
p3_L23	10	=le	H		agree
p3_L23	11	=mesme	M	B:=meur	differ
p3_L23	12	=de	H		agree
p3_L23	13	=maffineroy	M	B:-	gap
p3_L23	14	=6	M	B:=mafessom	differ
p3_L23	15	=la	M	B:=cela	differ
p3_L23	16	27	H		agree
p3_L23	17	84	H		agree
p3_L23	18	29	H		agree
p3_L23	19	84	H		agree
p3_L23	20	85	M	B:-	gap
p3_L23	21	64	M	B:-	gap
p3_L23	22	104	M	B:-	gap
p3_L23	23	73	M	B:-	gap
p3_L23	24	33	M	B:-	gap
p3_L24	1	=La	M	A:-	gap
p3_L24	2	28	M	A:-	gap
p3_L24	3	7	M	A:-	gap
p3_L24	4	112	M	A:-	gap
p3_L24	5	101	M	A:-	gap
p3_L24	6	72	M	A:-	gap
p3_L24	7	104	M	A:-	gap
p3_L24	8	9	M	B:111	differ
p3_L24	9	79	H		agree
p3_L24	10	82	H		agree
p3_L24	11	120	H		agree
p3_L24	12	62	H		agree
p3_L24	13	54	H		agree
p3_L24	14	125	H		agree
p3_L24	15	130	H		agree
p3_L24	16	147	H		agree
p3_L24	17	=tour	H		agree
p3_L24	18	=y	H		agree
p3_L24	19	=a	H		agree
p3_L24	20	=guy	M		agree-flagged
p3_L25	1	34	H		agree
p3_L25	2	78	H		agree
p3_L25	3	82	H		agree
p3_L25	4	151	H		agree
p3_L25	5	140	H		agree
p3_L25	6	=out	M		agree-flagged
p3_L25	7	=estre	M	B:-	gap
p3_L25	8	=isuivue	M	B:-	gap
p3_L25	9	53	M	B:-	gap
p3_L25	10	90	M	B:-	gap
p3_L25	11	63	M	B:-	gap
p3_L25	12	104	M	B:=otte	differ
p3_L25	13	74	M	B:=Tehussy	differ
p3_L25	14	34	M	B:77	differ
p3_L25	15	15	M	B:85	differ
p3_L25	16	115	M	B:113	differ
p3_L25	17	61	H		agree
p3_L25	18	14	H		agree
p3_L25	19	63	H		agree
p3_L25	20	23	H		agree
p3_L26	1	70	H		agree
p3_L26	2	7	H		agree
p3_L26	3	4	H		agree
p3_L26	4	144	H		agree
p3_L26	5	125	H		agree
p3_L26	6	=pour	H		agree
p3_L26	7	=du	M	B:=de	differ
p3_L26	8	=lo	M		agree-flagged
p3_L26	9	=qui	H		agree
p3_L26	10	=a	H		agree
p3_L26	11	=crest	M	A:-	gap
p3_L26	12	=este	M	B:6	differ
p3_L27	1	111	H		agree
p3_L27	2	85	H		agree
p3_L27	3	122	H		agree
p3_L27	4	26	H		agree
p3_L27	5	101	H		agree
p3_L27	6	81	H		agree
p3_L27	7	=gm	M	B:-	gap
p3_L27	8	=sy	M	B:=quirty	differ
p3_L27	9	=fua	M	B:=fba	differ
p3_L27	10	150	H		agree
p3_L27	11	112	H		agree
p3_L27	12	81	H		agree
p3_L27	13	37	H		agree
p3_L27	14	84	H		agree
p3_L27	15	25	H		agree
p3_L27	16	145	H		agree
p3_L28	1	=Il	H	=il	settled-case-only
p3_L28	2	=auoit	M	B:=auois	differ
p3_L28	3	=guelque	M	B:=quiquant	differ
p3_L28	4	=autre	H		agree
p3_L28	5	140	H		agree
p3_L28	6	85	H		agree
p3_L28	7	50	H		agree
p3_L28	8	75	M	B:-	gap
p3_L28	9	76	H		agree
p3_L28	10	=cau	M	B:-	gap
p3_L28	11	=au	M	B:-	gap
p3_L28	12	=ny	M	B:-	gap
p3_L28	13	=bicy	M	B:-	gap
p3_L28	14	=faudroins	M	B:-	gap
p3_L29	1	82	H		agree
p3_L29	2	24	H		agree
p3_L29	3	144	H		agree
p3_L29	4	125	H		agree
p3_L29	5	=cau	M	B:=cav	differ
p3_L29	6	=ffg	M	B:=iz	differ
p3_L29	7	=augmentation	M	B:=conquestat	differ
p3_L29	8	59	M	B:19	differ
p3_L29	9	30	H		agree
p3_L29	10	83	H		agree
p3_L29	11	124	H		agree
p3_L29	12	=pour	M	B:-	gap
p3_L29	13	=fs	M	B:-	gap
p3_L29	14	21	M	B:-	gap
p3_L29	15	81	M	B:-	gap
p3_L29	16	31	M	B:-	gap
p3_L29	17	101	M	B:-	gap
p3_L29	18	22	M	B:-	gap
p3_L30	1	37	H		agree
p3_L30	2	24	H		agree
p3_L30	3	71	H		agree
p3_L30	4	9	H		agree
p3_L30	5	38	H		agree
p3_L30	6	26	H		agree
p3_L30	7	133	M	B:73	differ
p3_L30	8	81	H		agree
p3_L30	9	22	H		agree
p3_L30	10	=sinon	M	B:-	gap
p3_L30	11	=a	M	B:-	gap
p3_L30	12	=apres	M	B:-	gap
p3_L30	13	=scaure	M	B:=signe	differ
p3_L30	14	=aubiery	M	B:=annoncy	differ
p3_L30	15	85	H		agree
p3_L30	16	111	H		agree
p3_L30	17	118	H		agree
p3_L30	18	81	H		agree
p3_L30	19	150	H		agree
p3_L30	20	114	H		agree
p3_L30	21	83	H		agree
p3_L31	1	27	H		agree
p3_L31	2	101	H		agree
p3_L31	3	61	H		agree
p3_L31	4	12	H		agree
p3_L31	5	83	H		agree
p3_L31	6	23	H		agree
p3_L31	7	78	H		agree
p3_L31	8	38	H		agree
p3_L31	9	=oultre	M	B:-	gap
p3_L31	10	=a	M	B:-	gap
p3_L31	11	=ginlg	M	B:-	gap
p3_L31	12	=oun	M	B:-	gap
p3_L31	13	79	M	B:-	gap
p3_L31	14	82	M	B:-	gap
p3_L31	15	=pour	H		agree
p3_L31	16	=la	H		agree
p3_L31	17	90	H		agree
p3_L31	18	6	H		agree
p3_L31	19	24	H		agree
p3_L31	20	75	H		agree
p3_L31	21	85	H		agree
p3_L31	22	25	H		agree
p3_L31	23	126	H		agree
p3_L31	24	=loy	M	B:=les	differ
p3_L31	25	=miscript	M		agree-flagged
p3_L32	1	[blank]	H		agree
p3_L33	1	[blank]	H		agree
p3_L34	1	[blank]	H		agree
