folio_line	pos_start	pos_end	status	source
f143v-1	12	21	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-1	22	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-2	1	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-3	1	10	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-3	11	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-4	1	6	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-4	7	18	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-4	19	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-5	1	19	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-5	20	32	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-5	33	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-6	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-7	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-8	1	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-9	1	6	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-9	7	16	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-9	17	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-10	1	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-11	1	11	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-11	12	25	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-11	26	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-11	33	35	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-11	36	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-12	1	16	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-12	17	34	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-12	35	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-13	1	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-14	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-15	1	1	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-15	2	16	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-15	17	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-16	1	27	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-16	28	35	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-16	36	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-17	1	26	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-17	27	35	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-18	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-19	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-20	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-21	1	3	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-21	4	16	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-21	17	27	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-21	28	33	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-21	34	39	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-22	1	11	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-22	12	23	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-22	24	24	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-22	25	35	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-23	1	4	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-23	5	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-24	1	6	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-24	7	24	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-24	25	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-25	1	10	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-25	11	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-26	1	9	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-26	10	21	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-26	22	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-27	1	20	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-27	21	33	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-27	34	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-28	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-29	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-30	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-31	1	19	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-31	20	35	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-31	36	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-32	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-33	1	15	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-33	16	25	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f143v-33	26	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-1	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-2	1	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-3	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-4	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-5	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-6	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-7	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-8	1	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-9	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-10	1	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-11	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-12	1	21	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-12	22	31	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f150-13	1	19	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-1	1	13	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-1	14	20	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-1	21	45	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-2	1	10	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-2	11	40	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-3	1	14	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-3	15	39	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-4	1	39	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-5	1	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-6	1	26	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-6	27	38	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-7	1	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-8	1	40	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-9	1	22	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-9	23	40	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-9	41	41	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-10	1	43	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-11	1	11	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-11	12	24	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-11	25	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-12	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-13	1	11	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-13	12	41	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-14	1	4	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-14	5	15	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-14	16	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-15	1	40	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-16	1	8	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-16	9	14	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-16	15	25	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-16	26	37	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-16	38	38	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-17	1	4	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-17	5	16	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-17	17	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-18	1	5	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-18	6	17	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-18	18	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-19	1	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-20	1	12	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-20	13	16	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-20	17	32	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-20	33	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-21	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-22	1	6	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-22	7	17	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-22	18	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
