family	unit	selector	offset	direction	best_window_score	best_window	cover_run	cover_text
C book-wide words	page	last word	8	rev	-0.003	kellem writ past searching assistant now men for	268	
C book-wide words	page	last word	8	rev	-0.062	pho are all walk body a them night	314	
C book-wide words	page	last word	8	rev	-0.128	soberly elevator the appearance out was conster at	87	
C book-wide words	page	last word	8	rev	-0.137	turban hospital of hotly a piece afraid as	415	
C book-wide words	page	last word	8	rev	-0.155	re hers heart door and obscure get this	384	
C book-wide words	page	last word	12	rev	0.493	lof that he master it well over too house asked the table	46	
C book-wide words	page	last word	12	rev	0.306	accounts it any to the vanity turban hospital of hotly a piece	409	
C book-wide words	page	last word	12	rev	0.301	nine me had he seer table scowl all in this story out	131	
C book-wide words	page	last word	12	rev	0.097	clay it up office and get girl soberly elevator the appearance out	80	
C book-wide words	page	last word	12	rev	-0.100	past searching assistant now men for friend she myself fight eyes and	270	
C book-wide words	page	last word	12	rev	-0.141	certainly company to young there a out swiftly selwyn began themselves of	237	
C book-wide words	page	last word	12	rev	-0.178	left drinking the new good we nearsighted him yourself silence fail his	219	
C book-wide words	page	last word	12	rev	-0.228	that's ever a laugh wife mrs hardly shaw understand va my delighted	182	
C book-wide words	page	last word	12	rev	-0.280	kabala as i sentimental for see mary him opinion down down room	437	
C book-wide words	page	last word	12	rev	-0.293	heart door and obscure get this sensi room i inter do for	386	
C book-wide words	page	last word	12	rev	-0.307	crimes world glanced as i identified began condition hospital last girl the	291	
C book-wide words	page	last word	12	rev	-0.313	lamp boy threw the account sheet but corners came left bad the	336	
C book-wide words	page	last word	12	rev	-0.320	pho are all walk body a them night hypothesis the see were	314	
C book-wide words	page	last word	12	rev	-0.331	office papers i messages exclaimed with and it sure narghile smile to	368	
C book-wide words	page	last word	12	rev	-0.384	evil and said fell room knowl at opened then are for through	104	
D book-wide letters	sentence	letter 1 from start	1	fwd	-1.245	STOHISSVOTSWASTIBISSOHST	15	TINIATONSIATITI
D book-wide letters	sentence	letter 1 from start	1	rev	-1.414	MISTMACYCHIIIBISTAWHOITI	19	TITHATHAITITIIITAAT
D book-wide letters	sentence	letter 1 from end	1	fwd	-1.460	ADDMRLNEMEREDKNEEDESTGEE	10	TRYEREGODS
D book-wide letters	sentence	letter 1 from end	1	rev	-1.279	SDETEEDEYEEEDSTERRYSTNEE	11	TWOMYBYNETI
D book-wide letters	sentence	letter 2 from start	2	fwd	-1.361	LESHEHASEEHHHETHEDOTISAP	15	TOSOATNONOHEHEH
D book-wide letters	sentence	letter 2 from start	2	rev	-1.403	EROTASHETMEITEUATHOUSISA	13	HOETOASOHWISH
D book-wide letters	sentence	letter 2 from end	2	fwd	-1.308	ICANELFEREORNISESIELARIE	13	ILEEARMALESEE
D book-wide letters	sentence	letter 2 from end	2	rev	-1.237	ICERULINESANIRICANLEESTA	15	IGOIRENEAHEALEE
D book-wide letters	sentence	letter 3 from start	3	fwd	-1.234	SETYDETTEREWHETSONTESFAS	12	TOEASEEIWEED
D book-wide letters	sentence	letter 3 from start	3	rev	-1.149	AFTOESDENDREGUELESAMSTAN	12	ITOAOILTOTHY
D book-wide letters	sentence	letter 3 from end	3	fwd	-1.280	IOURITOOWERGASELIARCTITH	17	NOAUSANTAAAIAISAI
D book-wide letters	sentence	letter 3 from end	3	rev	-1.385	TBOTHGNETRIUANPOORITSRAE	18	WEETOIIIAORARTAHOT
D book-wide letters	paragraph	letter 1 from start	1	fwd	-1.422	HATATIAITIIATATAOATATATA	17	THATATIAITIIATATA
D book-wide letters	paragraph	letter 1 from start	1	rev	-1.546	STMCRISHCTWOIRIACIVINBAB	15	ATATAIITIAITATA
D book-wide letters	paragraph	letter 1 from end	1	fwd	-1.551	EDSUEWEDDRWEERREDSRNMEET	8	WENTSEEN
D book-wide letters	paragraph	letter 1 from end	1	rev	-1.436	ENDOENLYNEALGERYRRGENEDE	10	YETAAMYDAD
D book-wide letters	paragraph	letter 2 from start	2	fwd	-1.401	SHROOTOONESFISMSONEHOHOH	13	AOHSEEHEOHSHE
D book-wide letters	paragraph	letter 2 from start	2	rev	-1.380	OEESHOSAITHESHORESCHEHEU	11	AITHESHORES
D book-wide letters	paragraph	letter 2 from end	2	fwd	-1.403	OLLONGSOCOWREAALEELEILIN	12	IIINIAAAASOA
D book-wide letters	paragraph	letter 2 from end	2	rev	-1.386	OICANOEENLOCOOENSEISREEC	10	AREAANIEAR
D book-wide letters	paragraph	letter 3 from start	3	fwd	-1.230	DIVTALTEDSWETTEEDYSTRUTH	13	EREAATAMILETA
D book-wide letters	paragraph	letter 3 from start	3	rev	-1.442	RYETRULRETWALTEESLUREEDE	11	EELEYEATHIT
D book-wide letters	paragraph	letter 3 from end	3	fwd	-1.425	STEESLEIARITBARDAYGSTHRU	15	IIATIAASOIIATII
D book-wide letters	paragraph	letter 3 from end	3	rev	-1.416	EPTMEEPCLAIREIIOATEANIRE	12	IOFSAIDIIEEL
D book-wide letters	line	letter 1 from start	1	fwd	-1.468	HASISATASTROLSOOVUESYOUA	12	ASAIAITOWOHA
D book-wide letters	line	letter 1 from start	1	rev	-1.567	WMIAYIHOWTOLDIDATPHOTAWT	13	LOTIOHICAPAAS
D book-wide letters	line	letter 1 from end	1	fwd	-1.256	ERTDERDASTYHOSTEASUNTSWH	13	LESSLOSESTENS
D book-wide letters	line	letter 1 from end	1	rev	-1.261	OTHEESSRYRESTTONTOPEASLA	12	AREDDOLETROT
D book-wide letters	line	letter 2 from start	2	fwd	-1.390	HHORUINOLYSOHIOHONERROME	22	AHOEAISNOITITOOHFEELEE
D book-wide letters	line	letter 2 from start	2	rev	-1.350	ASNOHAVNONOIFIELEINSLYSH	16	OHASNOHAVNONOIFI
D book-wide letters	line	letter 2 from end	2	fwd	-1.209	EITALEELALEITGRATERELSEI	20	ATOOMEISATOEAATENHEH
D book-wide letters	line	letter 2 from end	2	rev	-1.240	EAHOGEENENATEWASALLRISOI	18	ONIILLATAEELONTILL
D book-wide letters	line	letter 3 from start	3	fwd	-1.279	RSAULSEESETTEDIDIOENTIRE	14	ASEEATARETARHE
D book-wide letters	line	letter 3 from start	3	rev	-1.218	IEUTMRANTESOUTIEARTHYREA	20	LESTAEELALEATEASREST
D book-wide letters	line	letter 3 from end	3	fwd	-1.272	OTCEDIDESIDOUBOTTEEATSAT	18	ITOAANTOTODOIFINET
D book-wide letters	line	letter 3 from end	3	rev	-1.304	LEVATSOTEITDOITPETTASNTA	15	ROWNOUSEITATIOR
D book-wide letters	page	letter 1 from start	1	fwd	-1.819	TTHCMOTIIIITERSELNMITMYD	10	ISNMASTSAA
D book-wide letters	page	letter 1 from start	1	rev	-1.764	ISIOEITWOISHHAMISFHOSAYS	7	HOVEAAS
D book-wide letters	page	letter 1 from end	1	fwd	-1.632	EDYNTREEESTMAYKLEORERKNE	10	TREEESTMAY
D book-wide letters	page	letter 1 from end	1	rev	-1.575	NAHESREDDYIEDERNHRODREAT	7	HUNTDEY
D book-wide letters	page	letter 2 from start	2	fwd	-1.707	ULORHTENOAHOTTANSONOHONN	9	ANSONOHON
D book-wide letters	page	letter 2 from start	2	rev	-1.364	HHEHAHOCEEANFILAFOHTHEHA	9	THEAATHIS
D book-wide letters	page	letter 2 from end	2	fwd	-1.665	ESOSIERNORRROLNATLLRINTE	9	MEOHASEAI
D book-wide letters	page	letter 2 from end	2	rev	-1.353	EISOSEDOICAEGEEASESTINTH	15	EREONHEAINILOWA
D book-wide letters	page	letter 3 from start	3	fwd	-1.570	TRILSWENOGEENTSPARLWEPOE	7	USDOION
D book-wide letters	page	letter 3 from start	3	rev	-1.527	AWEOPEWLRAPSTNEEGONEWSLI	8	AIRGOAWE
D book-wide letters	page	letter 3 from end	3	fwd	-1.680	OBEUNANTVSTEGHANEHTTONTI	9	LOGAAGOOR
D book-wide letters	page	letter 3 from end	3	rev	-1.389	ASTEIOHSEBOATHOONSTOLISG	10	ITNOTTHENA
E titles/contents	title words	first letters of all title words	1	fwd	-1.997	BRAMSETACTLOTMT	12	RAMSETACTLOT
E titles/contents	title words	first letters of all title words	1	rev	-1.556	TMTOLTCATESMARB	3	CAT
E titles/contents	title words	last letters of all title words	1	fwd	-1.314	EETENRYENTENGES	10	EELTREETEN
E titles/contents	title words	last letters of all title words	1	rev	-1.545	SOEDORESSYSESEF	3	HEE
F introduction	word	letter 1 from start	1	fwd	-1.428	ATIOBCACITITALA	11	ASSMISTSOHE
F introduction	word	letter 1 from start	1	rev	-1.455	LATITICACBOITAP	12	CANASOATAHOT
F introduction	word	letter 1 from end	1	fwd	-1.284	ESSEEDFERDSEENE	13	RADYETKEEEDDY
F introduction	word	letter 1 from end	1	rev	-1.379	EEINELSYERTWERE	7	TOREDOH
F introduction	word	letter 2 from start	2	fwd	-1.463	THASOPREAHHRUNN	10	SOAAAOHTEA
F introduction	word	letter 2 from start	2	rev	-1.213	RITTOEAHELMRHOO	11	IHEONLEOAON
F introduction	word	letter 2 from end	2	fwd	-1.353	INIHALEHEEAHHIL	9	IDOLIAANT
F introduction	word	letter 2 from end	2	rev	-1.259	LEALOAKLERINASN	10	KNEEAIPINT
F introduction	word	letter 3 from start	3	fwd	-1.106	ELURRENSITYESST	10	SUMOUTSPUT
F introduction	word	letter 3 from start	3	rev	-1.160	EINDELETODAOSNO	6	ITSTAR
F introduction	word	letter 3 from end	3	fwd	-1.419	SHOANAURGINHOOS	11	AIHATSTITUS
F introduction	word	letter 3 from end	3	rev	-1.217	ESHOENDOTSOETHA	10	IATEARIOHA
F introduction	sentence	letter 1 from start	1	fwd	-2.254	HHTANVTISFYHIAP	5	BIGAI
F introduction	sentence	letter 1 from start	1	rev	-2.464	ATWIIPAIHYFSITV	3	SIT
F introduction	sentence	letter 1 from end	1	fwd	-1.580	TTSEXTTSPRANSTD	3	SEX
F introduction	sentence	letter 1 from end	1	rev	-2.548	DOMTTSRYODDDYGD	3	ODD
F introduction	sentence	letter 2 from start	2	fwd	-1.554	ATTHAHOTTVENSYO	4	AHOT
F introduction	sentence	letter 2 from start	2	rev	-1.695	NHETLOSTEEIHNHA	6	AASHEE
F introduction	sentence	letter 2 from end	2	fwd	-1.708	EISEUEKEESEEIGA	11	KEESEEIGAOL
F introduction	sentence	letter 2 from end	2	rev	-1.894	EOLOAGIEESEEKEU	6	INNLEO
F introduction	sentence	letter 3 from start	3	fwd	-1.879	ETSHHETTLEAENSS	4	MERE
F introduction	sentence	letter 3 from start	3	rev	-1.907	TITTWEWJTEREMMR	3	TIT
F introduction	sentence	letter 3 from end	3	fwd	-1.711	RTGLOATDLAILCLA	5	IHEED
F introduction	sentence	letter 3 from end	3	rev	-1.868	ATHDRAVSTALCLIA	4	OHAT
F introduction	paragraph	letter 1 from start	1	fwd	-2.754	AHHYTVGTAVIAWTA	2	IA
F introduction	paragraph	letter 1 from start	1	rev	-2.321	ATWAIVATGVTYHHA	3	HAP
F introduction	paragraph	letter 1 from end	1	fwd	-2.582	YTNTRTTASTTTTYO	2	AS
F introduction	paragraph	letter 1 from end	1	rev	-2.612	DOMTYOYTTTTSATT	3	SAT
F introduction	paragraph	letter 2 from start	2	fwd	-1.930	OESEEOHAIHSATSE	11	AHOESEEOHAI
F introduction	paragraph	letter 2 from start	2	rev	-1.595	HESTASHIAHOEESE	12	HESTASHIAHOE
F introduction	paragraph	letter 2 from end	2	fwd	-1.506	EISKESANILOLIER	4	SANI
F introduction	paragraph	letter 2 from end	2	rev	-1.638	RREILOLINASEKSI	4	INAS
F introduction	paragraph	letter 3 from start	3	fwd	-1.780	TLYRRTWRUELVETL	3	LAD
F introduction	paragraph	letter 3 from start	3	rev	-2.943	DALTMLTEVLEURWT	1	A
F introduction	paragraph	letter 3 from end	3	fwd	-2.502	REIDHTRSGEHATLT	3	HAT
F introduction	paragraph	letter 3 from end	3	rev	-2.174	TLTAHEGSRTHDIER	3	AHE
F introduction	line	letter 1 from start	1	fwd	-1.856	OAIASOPOPHALTBL	5	AIASO
F introduction	line	letter 1 from start	1	rev	-1.595	LAHPOPOSAIAOFAC	6	IIVAST
F introduction	line	letter 1 from end	1	fwd	-1.129	TESERYSEETUSTRA	5	KEESO
F introduction	line	letter 1 from end	1	rev	-1.402	TSUTEESYRESETAN	6	GOSEEK
F introduction	line	letter 2 from start	2	fwd	-1.680	NORUTPEFENEASAI	7	HESANNO
F introduction	line	letter 2 from start	2	rev	-1.715	NDUHANEOHOSETHU	5	MEIAS
F introduction	line	letter 2 from end	2	fwd	-1.356	EOULBELIENERORR	7	AGAITAI
F introduction	line	letter 2 from end	2	rev	-1.679	EOVALSRCSEAKEHA	8	TOOIATIA
F introduction	line	letter 3 from start	3	fwd	-1.667	GRREMSTRERLYSAB	5	SINAA
F introduction	line	letter 3 from start	3	rev	-1.581	NDGLEKUSHEIRTSD	5	USHEI
F introduction	line	letter 3 from end	3	fwd	-2.013	HERACIHUEEAHTIO	5	NOHEY
F introduction	line	letter 3 from end	3	rev	-2.098	ATYEHONDTSDSSTY	5	ICARE
F introduction	sentence	first word	4	fwd	1.891	she well but i	30	
F introduction	sentence	first word	4	fwd	1.745	why for it it	6	
F introduction	sentence	first word	4	fwd	1.461	let's he well i	21	
F introduction	sentence	first word	4	fwd	1.433	yes he he the	38	
F introduction	sentence	first word	4	fwd	1.324	valeska then in she	44	
F introduction	sentence	first word	4	fwd	0.456	valeska it strange why	1	
F introduction	sentence	first word	4	fwd	0.040	possibly i'll it well	53	
F introduction	sentence	first word	4	fwd	-0.241	he let's but this	17	
F introduction	sentence	first word	4	fwd	-0.327	perhaps one astro by	11	
F introduction	sentence	first word	4	fwd	-0.328	give astro i he	34	
F introduction	sentence	first word	4	fwd	-0.554	just you valeska the	25	
F introduction	sentence	first word	4	fwd	-0.567	finally yes he's it	48	
F introduction	sentence	first word	6	fwd	1.585	valeska she well but i give	29	
F introduction	sentence	first word	6	fwd	1.374	valeska why for it it even	5	
F introduction	sentence	first word	6	fwd	1.258	astro i he yes he he	35	
F introduction	sentence	first word	6	fwd	1.140	let's he well i just you	21	
F introduction	sentence	first word	6	fwd	0.440	valeska then in she finally yes	44	
F introduction	sentence	first word	6	fwd	-0.184	possibly i'll it well that's and	53	
F introduction	sentence	first word	6	fwd	-0.612	now clewfinder he let's but this	15	
F introduction	sentence	first word	4	rev	1.506	he yes he i	19	
F introduction	sentence	first word	4	rev	1.246	perhaps even it it	47	
F introduction	sentence	first word	4	rev	1.215	i but well she	25	
F introduction	sentence	first word	4	rev	1.075	valeska you just i	31	
F introduction	sentence	first word	4	rev	0.793	finally she in then	10	
F introduction	sentence	first word	4	rev	0.422	valeska why strange it	53	
F introduction	sentence	first word	4	rev	-0.139	valeska naturally astro the	14	
F introduction	sentence	first word	4	rev	-0.362	well he let's this	35	
F introduction	sentence	first word	4	rev	-0.379	he clewfinder now by	41	
F introduction	sentence	first word	4	rev	-0.441	i'll possibly astro it	4	
F introduction	sentence	first word	4	rev	-0.715	and that's well it	0	
F introduction	sentence	first word	6	rev	1.104	valeska you just i well he	31	
F introduction	sentence	first word	6	rev	0.992	astro give i but well she	23	
F introduction	sentence	first word	6	rev	0.914	astro the he he yes he	16	
F introduction	sentence	first word	6	rev	0.852	one perhaps even it it for	46	
F introduction	sentence	first word	6	rev	0.356	he's yes finally she in then	8	
F introduction	sentence	first word	6	rev	-0.783	well it i'll possibly astro it	2	
F introduction	sentence	first word	6	rev	-0.806	but let's he clewfinder now by	39	
F introduction	sentence	first word	6	rev	-1.198	valeska why strange it valeska astro	53	
F introduction	sentence	last word	4	fwd	1.393	controversy it of it	0	
F introduction	sentence	last word	4	fwd	0.424	smartycats it it them	53	
F introduction	sentence	last word	4	fwd	0.402	recommenced smiled said too	47	
F introduction	sentence	last word	4	fwd	0.302	over right about it	13	
F introduction	sentence	last word	4	fwd	-0.014	smiled it page that	30	
F introduction	sentence	last word	4	fwd	-0.169	pages he complex it	17	
F introduction	sentence	last word	4	fwd	-0.201	authorship accurately secrets it	7	
F introduction	sentence	last word	4	fwd	-0.269	finally reasons assistant it	38	
F introduction	sentence	last word	4	fwd	-0.478	nodded naturally hand thinking	42	
F introduction	sentence	last word	4	fwd	-1.050	valeska taken pages easiest	25	
F introduction	sentence	last word	4	fwd	-1.231	book eagerly too pages	34	
F introduction	sentence	last word	4	fwd	-1.618	first pages up finder	21	
F introduction	sentence	last word	6	fwd	0.469	controversy it of it why catalogue	0	
F introduction	sentence	last word	6	fwd	0.048	suggested cipher over right about it	11	
F introduction	sentence	last word	6	fwd	-0.020	recommenced smiled said too curiously over	47	
F introduction	sentence	last word	6	fwd	-0.343	easiest lighted smiled it page that	28	
F introduction	sentence	last word	6	fwd	-0.470	pages he complex it first pages	17	
F introduction	sentence	last word	6	fwd	-0.615	reasons assistant it nodded naturally hand	39	
F introduction	sentence	last word	6	fwd	-0.745	smartycats it it them astro lizard	53	
F introduction	sentence	last word	4	rev	1.616	why it of it	54	
F introduction	sentence	last word	4	rev	1.422	it about right over	42	
F introduction	sentence	last word	4	rev	1.348	astro them it it	1	
F introduction	sentence	last word	4	rev	0.224	too eagerly book that	22	
F introduction	sentence	last word	4	rev	-0.047	over curiously too said	6	
F introduction	sentence	last word	4	rev	-0.109	recommenced occasionally thinking hand	11	
F introduction	sentence	last word	4	rev	-0.198	first it complex he	37	
F introduction	sentence	last word	4	rev	-0.810	nodded it assistant reasons	16	
F introduction	sentence	last word	4	rev	-0.887	lighted easiest pages taken	29	
F introduction	sentence	last word	4	rev	-0.912	cipher suggested it secrets	46	
F introduction	sentence	last word	4	rev	-1.075	valeska finder up pages	33	
F introduction	sentence	last word	4	rev	-1.472	accurately authorship introduction catalogue	50	
F introduction	sentence	last word	6	rev	0.817	introduction catalogue why it of it	52	
F introduction	sentence	last word	6	rev	0.474	pages it about right over cipher	41	
F introduction	sentence	last word	6	rev	0.128	astro them it it smartycats over	1	
F introduction	sentence	last word	6	rev	-0.158	finally pages too eagerly book that	20	
F introduction	sentence	last word	6	rev	-0.227	valeska finder up pages first it	33	
F introduction	sentence	last word	6	rev	-0.390	occasionally thinking hand naturally nodded it	12	
F introduction	sentence	last word	6	rev	-1.198	page it smiled lighted easiest pages	26	
F introduction	paragraph	first word	4	fwd	1.390	astro he he you	5	
F introduction	paragraph	first word	4	fwd	0.245	valeska why for perhaps	1	
F introduction	paragraph	first word	4	fwd	0.018	astro well that's and	16	
F introduction	paragraph	first word	4	fwd	-0.772	the valeska give the	9	
F introduction	paragraph	first word	6	fwd	0.498	perhaps astro he he you the	4	
F introduction	paragraph	first word	6	fwd	-0.492	valeska give the astro valeska it	10	
F introduction	paragraph	first word	4	rev	0.823	valeska the you he	9	
F introduction	paragraph	first word	4	rev	0.374	astro perhaps for why	14	
F introduction	paragraph	first word	4	rev	-0.230	that's well astro it	1	
F introduction	paragraph	first word	4	rev	-0.774	valeska astro the give	5	
F introduction	paragraph	first word	6	rev	0.060	you he he astro perhaps for	11	
F introduction	paragraph	first word	6	rev	-0.612	valeska astro the give valeska the	5	
F introduction	paragraph	last word	4	fwd	0.084	easiest that assistant it	9	
F introduction	paragraph	last word	4	fwd	-0.119	naturally too curiously it	13	
F introduction	paragraph	last word	4	fwd	-0.169	controversy it introduction it	0	
F introduction	paragraph	last word	4	fwd	-0.276	cipher it first valeska	4	
F introduction	paragraph	last word	6	fwd	-0.383	valeska pages easiest that assistant it	7	
F introduction	paragraph	last word	6	fwd	-0.585	controversy it introduction it cipher it	0	
F introduction	paragraph	last word	6	fwd	-1.074	naturally too curiously it them astro	13	
F introduction	paragraph	last word	4	rev	0.378	lizard astro them it	0	
F introduction	paragraph	last word	4	rev	0.370	curiously too naturally it	4	
F introduction	paragraph	last word	4	rev	0.157	pages valeska first it	11	
F introduction	paragraph	last word	4	rev	-0.183	cipher it introduction it	15	
F introduction	paragraph	last word	6	rev	-0.023	curiously too naturally it assistant that	4	
F introduction	paragraph	last word	6	rev	-0.389	pages valeska first it cipher it	11	
F introduction	line	first word	4	fwd	2.103	yes of the second	55	
F introduction	line	first word	4	fwd	0.826	astro for when more	68	
F introduction	line	first word	4	fwd	0.768	ticular been look he	27	
F introduction	line	first word	4	fwd	0.687	secret of perhaps one	19	
F introduction	line	first word	4	fwd	0.629	pretty of just you	41	
F introduction	line	first word	4	fwd	0.481	isn't page give he	50	
F introduction	line	first word	4	fwd	0.356	wouldn't it had suspected	34	
F introduction	line	first word	4	fwd	0.015	can't an for or	12	
F introduction	line	first word	4	fwd	-0.073	valeska in ing for	60	
F introduction	line	first word	4	fwd	-0.263	that's publishers advertising and	75	
F introduction	line	first word	4	fwd	-0.579	pect have astro last	23	
F introduction	line	first word	4	fwd	-1.031	chatterton that's thors why	7	
F introduction	line	first word	4	fwd	-1.089	sure she it gested	64	
F introduction	line	first word	4	fwd	-1.132	taken the valeska lighted	45	
F introduction	line	first word	4	fwd	-1.533	bookshelf mortal valeska it's	1	
F introduction	line	first word	6	fwd	0.773	ume yes of the second astro	54	
F introduction	line	first word	6	fwd	0.458	pretty of just you taken the	41	
F introduction	line	first word	6	fwd	0.329	wouldn't it had suspected method he	34	
F introduction	line	first word	6	fwd	0.243	astro for when more well any	68	
F introduction	line	first word	6	fwd	-0.016	astro last ticular been look he	25	
F introduction	line	first word	6	fwd	-0.040	secret of perhaps one pect have	19	
F introduction	line	first word	6	fwd	-0.333	lighted and isn't page give he	48	
F introduction	line	first word	6	fwd	-0.393	can't an for or authorship it	12	
F introduction	line	first word	6	fwd	-0.394	valeska in ing for sure she	60	
F introduction	line	first word	6	fwd	-1.389	taining isn't chatterton that's thors why	5	
F introduction	line	first word	4	rev	1.698	authorship or for an	62	
F introduction	line	first word	4	rev	1.236	taken you just of	33	
F introduction	line	first word	4	rev	0.771	well more when for	6	
F introduction	line	first word	4	rev	0.693	method suspected had it	40	
F introduction	line	first word	4	rev	0.564	pect one perhaps of	55	
F introduction	line	first word	4	rev	0.491	astro second the of	19	
F introduction	line	first word	4	rev	0.276	gested it she sure	11	
F introduction	line	first word	4	rev	0.129	and lighted valeska the	29	
F introduction	line	first word	4	rev	-0.155	volume he look been	47	
F introduction	line	first word	4	rev	-0.363	ticular last astro have	51	
F introduction	line	first word	4	rev	-0.565	ume he give page	24	
F introduction	line	first word	4	rev	-0.909	publishers that's hasn't any	2	
F introduction	line	first word	4	rev	-1.297	taining it's valeska mortal	73	
F introduction	line	first word	4	rev	-1.410	can't logue why thors	66	
F introduction	line	first word	4	rev	-2.088	for ing in valeska	15	
F introduction	line	first word	6	rev	0.672	valeska the taken you just of	31	
F introduction	line	first word	6	rev	0.573	hasn't any well more when for	4	
F introduction	line	first word	6	rev	0.408	appear it authorship or for an	60	
F introduction	line	first word	6	rev	0.170	think he method suspected had it	38	
F introduction	line	first word	6	rev	0.143	astro gested it she sure for	10	
F introduction	line	first word	6	rev	-0.136	astro have pect one perhaps of	53	
F introduction	line	first word	6	rev	-0.375	ume he give page isn't and	24	
F introduction	line	first word	6	rev	-0.468	ing in valeska astro second the	16	
F introduction	line	first word	6	rev	-0.610	wouldn't name let's volume he look	44	
F introduction	line	first word	6	rev	-1.548	chatterton isn't taining it's valeska mortal	71	
F introduction	line	last word	4	fwd	0.877	often a it the	27	
F introduction	line	last word	4	fwd	0.716	con folios that though	4	
F introduction	line	last word	4	fwd	0.465	easily has be possible	34	
F introduction	line	last word	4	fwd	0.317	pages best assistant the	54	
F introduction	line	last word	4	fwd	0.125	cata that in introduction	10	
F introduction	line	last word	4	fwd	-0.093	d'you was thought finder	39	
F introduction	line	last word	4	fwd	-0.094	curiously be see little	67	
F introduction	line	last word	4	fwd	-0.111	sus would cipher at	22	
F introduction	line	last word	4	fwd	-0.178	resting think before made	60	
F introduction	line	last word	4	fwd	-0.262	pages easiest face here	45	
F introduction	line	last word	4	fwd	-0.363	its accurately does of	15	
F introduction	line	last word	4	fwd	-0.368	one them modern of	73	
F introduction	line	last word	4	fwd	-0.657	surprise title that believe	49	
F introduction	line	last word	4	fwd	-2.254	his im controversy assistant	0	
F introduction	line	last word	6	fwd	0.541	par often a it the pages	26	
F introduction	line	last word	6	fwd	0.226	cipher easily has be possible first	33	
F introduction	line	last word	6	fwd	0.160	cata that in introduction book its	10	
F introduction	line	last word	6	fwd	0.054	con folios that though au it	4	
F introduction	line	last word	6	fwd	0.022	sug curiously be see little it	66	
F introduction	line	last word	6	fwd	-0.167	easiest face here surprise title that	46	
F introduction	line	last word	6	fwd	-0.222	d'you was thought finder valeska has	39	
F introduction	line	last word	6	fwd	-0.334	resting think before made yes too	60	
F introduction	line	last word	6	fwd	-0.384	vol pages best assistant the it	53	
F introduction	line	last word	6	fwd	-0.782	accurately does of benefit it suggested	16	
F introduction	line	last word	6	fwd	-0.912	contained one them modern of astro	72	
F introduction	line	last word	4	rev	1.321	naturally it the assistant	19	
F introduction	line	last word	4	rev	1.019	astro of modern them	1	
F introduction	line	last word	4	rev	0.834	pages the it a	47	
F introduction	line	last word	4	rev	0.780	sug too yes made	12	
F introduction	line	last word	4	rev	0.758	book introduction in that	64	
F introduction	line	last word	4	rev	0.508	valeska finder thought was	35	
F introduction	line	last word	4	rev	0.491	pages vol believe that	24	
F introduction	line	last word	4	rev	0.321	suggested it benefit of	57	
F introduction	line	last word	4	rev	0.126	d'you first possible be	39	
F introduction	line	last word	4	rev	-0.208	contained it little see	6	
F introduction	line	last word	4	rev	-0.226	title surprise here face	28	
F introduction	line	last word	4	rev	-0.257	par at cipher would	52	
F introduction	line	last word	4	rev	-0.394	au though that folios	70	
F introduction	line	last word	4	rev	-0.680	assistant controversy im his	75	
F introduction	line	last word	4	rev	-1.173	has easily cipher true	43	
F introduction	line	last word	6	rev	0.691	resting naturally it the assistant best	18	
F introduction	line	last word	6	rev	0.595	lizard astro of modern them one	0	
F introduction	line	last word	6	rev	0.385	accurately its book introduction in that	62	
F introduction	line	last word	6	rev	0.252	sug too yes made before think	12	
F introduction	line	last word	6	rev	0.141	cipher true pages the it a	45	
F introduction	line	last word	6	rev	0.079	vol believe that title surprise here	25	
F introduction	line	last word	6	rev	-0.236	pages has valeska finder thought was	33	
F introduction	line	last word	6	rev	-0.377	sus suggested it benefit of does	56	
F introduction	line	last word	6	rev	-0.562	d'you first possible be has easily	39	
F introduction	line	last word	6	rev	-0.637	au though that folios con assistant	70	
F introduction	line	last word	6	rev	-0.754	contained it little see be curiously	6	
